Id,Snow Depth [cm]
110,-0.002808125161834889
111,-0.002808125161834889
112,-0.002808125161834889
113,-0.002808125161834889
114,-0.002808125161834889
115,-0.002808125161834889
116,-0.002808125161834889
117,-0.002808125161834889
118,-0.002808125161834889
119,-0.002808125161834889
120,-0.002808125161834889
121,-0.002808125161834889
122,-0.002808125161834889
123,-0.002808125161834889
124,-0.002808125161834889
125,-0.002808125161834889
126,-0.002808125161834889
127,-0.002808125161834889
128,-0.002808125161834889
129,-0.002808125161834889
130,-0.002808125161834889
131,-0.002808125161834889
132,-0.002808125161834889
133,-0.002808125161834889
134,-0.002808125161834889
135,-0.002808125161834889
136,-0.002808125161834889
137,-0.002808125161834889
138,-0.002808125161834889
139,-0.002808125161834889
140,-0.002808125161834889
141,-0.002808125161834889
142,-0.002808125161834889
143,-0.002808125161834889
144,-0.002808125161834889
145,-0.002808125161834889
146,-0.002808125161834889
147,-0.002808125161834889
148,-0.002808125161834889
149,-0.002808125161834889
150,-0.002808125161834889
151,-0.002808125161834889
152,-0.002808125161834889
153,-0.002808125161834889
154,-0.002808125161834889
155,-0.002808125161834889
156,-0.002808125161834889
157,-0.002808125161834889
158,-0.002808125161834889
159,-0.002808125161834889
160,-0.002808125161834889
161,-0.002808125161834889
162,-0.002808125161834889
163,-0.002808125161834889
164,-0.002808125161834889
165,-0.002808125161834889
166,-0.002808125161834889
167,-0.002808125161834889
168,-0.002808125161834889
169,-0.002808125161834889
170,-0.002808125161834889
171,-0.002808125161834889
172,-0.002808125161834889
173,-0.002808125161834889
174,-0.002808125161834889
175,-0.002808125161834889
176,-0.002808125161834889
177,-0.002808125161834889
178,-0.002808125161834889
179,-0.002808125161834889
180,-0.002808125161834889
181,-0.002808125161834889
182,-0.002808125161834889
183,-0.002808125161834889
184,-0.002808125161834889
185,-0.002808125161834889
186,-0.002808125161834889
187,-0.002808125161834889
188,-0.002808125161834889
189,-0.002808125161834889
190,-0.002808125161834889
191,-0.002808125161834889
192,-0.002808125161834889
193,-0.002808125161834889
194,-0.002808125161834889
195,-0.002808125161834889
196,-0.002808125161834889
197,-0.002808125161834889
198,-0.002808125161834889
199,-0.002808125161834889
200,-0.002808125161834889
201,-0.002808125161834889
202,-0.002808125161834889
203,-0.002808125161834889
204,-0.002808125161834889
205,-0.002808125161834889
206,-0.002808125161834889
207,-0.002808125161834889
208,-0.002808125161834889
209,-0.002808125161834889
210,-0.002808125161834889
211,-0.002808125161834889
212,-0.002808125161834889
213,-0.002808125161834889
214,-0.002808125161834889
215,-0.002808125161834889
216,-0.002808125161834889
217,-0.002808125161834889
218,-0.002808125161834889
219,-0.002808125161834889
220,-0.002808125161834889
221,-0.002808125161834889
222,-0.002808125161834889
223,-0.002808125161834889
224,-0.002808125161834889
225,-0.002808125161834889
226,-0.002808125161834889
227,-0.002808125161834889
228,-0.002808125161834889
229,-0.002808125161834889
230,-0.002808125161834889
231,-0.002808125161834889
232,-0.002808125161834889
233,-0.002808125161834889
234,-0.002808125161834889
235,-0.002808125161834889
236,-0.002808125161834889
237,-0.002808125161834889
238,-0.002808125161834889
239,-0.002808125161834889
240,-0.002808125161834889
241,-0.002808125161834889
242,-0.002808125161834889
243,-0.002808125161834889
244,-0.002808125161834889
245,-0.002808125161834889
246,-0.002808125161834889
247,-0.002808125161834889
248,-0.002808125161834889
249,-0.002808125161834889
250,-0.002808125161834889
251,-0.002808125161834889
252,-0.002808125161834889
253,-0.002808125161834889
254,-0.002808125161834889
255,-0.002808125161834889
256,-0.002808125161834889
257,-0.002808125161834889
258,-0.002808125161834889
259,-0.002808125161834889
260,-0.002808125161834889
261,-0.002808125161834889
262,-0.002808125161834889
263,-0.002808125161834889
264,-0.002808125161834889
265,-0.002808125161834889
266,-0.002808125161834889
267,-0.002808125161834889
268,-0.002808125161834889
269,-0.002808125161834889
270,-0.002808125161834889
271,-0.002808125161834889
272,-0.002808125161834889
273,-0.002808125161834889
274,-0.002808125161834889
275,-0.002808125161834889
276,-0.002808125161834889
277,-0.002808125161834889
278,-0.002808125161834889
279,-0.002808125161834889
280,-0.002808125161834889
281,-0.002808125161834889
282,-0.002808125161834889
283,-0.002808125161834889
284,-0.002808125161834889
285,-0.002808125161834889
286,-0.002808125161834889
287,-0.002808125161834889
288,-0.002808125161834889
289,-0.002808125161834889
290,-0.002808125161834889
291,-0.002808125161834889
292,-0.002808125161834889
293,-0.002808125161834889
294,-0.002808125161834889
295,-0.002808125161834889
296,-0.002808125161834889
297,-0.002808125161834889
298,-0.002808125161834889
299,-0.002808125161834889
300,-0.002808125161834889
301,-0.002808125161834889
302,-0.002808125161834889
303,-0.002808125161834889
304,-0.002808125161834889
305,-0.002808125161834889
306,-0.002808125161834889
307,-0.002808125161834889
308,-0.002808125161834889
309,-0.002808125161834889
310,-0.002808125161834889
311,-0.002808125161834889
312,-0.002808125161834889
313,-0.002808125161834889
314,-0.002808125161834889
315,-0.002808125161834889
316,-0.002808125161834889
317,-0.002808125161834889
318,-0.002808125161834889
319,-0.002808125161834889
320,-0.002808125161834889
321,-0.002808125161834889
322,-0.002808125161834889
323,-0.002808125161834889
324,-0.002808125161834889
325,-0.002808125161834889
326,-0.002808125161834889
327,-0.002808125161834889
328,-0.002808125161834889
329,-0.002808125161834889
330,-0.002808125161834889
331,-0.002808125161834889
332,-0.002808125161834889
333,-0.002808125161834889
334,-0.002808125161834889
335,-0.002808125161834889
336,-0.002808125161834889
337,-0.002808125161834889
338,-0.002808125161834889
339,-0.002808125161834889
340,-0.002808125161834889
341,-0.002808125161834889
342,-0.002808125161834889
343,-0.002808125161834889
344,-0.002808125161834889
345,-0.002808125161834889
346,-0.002808125161834889
347,-0.002808125161834889
348,-0.002808125161834889
349,-0.002808125161834889
350,-0.002808125161834889
351,-0.002808125161834889
352,-0.002808125161834889
353,-0.002808125161834889
354,-0.002808125161834889
355,-0.002808125161834889
356,-0.002808125161834889
357,-0.002808125161834889
358,-0.002808125161834889
359,-0.002808125161834889
360,-0.002808125161834889
361,-0.002808125161834889
362,-0.002808125161834889
363,-0.002808125161834889
364,-0.002808125161834889
365,-0.002808125161834889
366,-0.002808125161834889
367,-0.002808125161834889
368,-0.002808125161834889
369,-0.002808125161834889
370,-0.002808125161834889
371,-0.002808125161834889
372,-0.002808125161834889
373,-0.002808125161834889
374,-0.002808125161834889
375,-0.002808125161834889
376,-0.002808125161834889
377,-0.002808125161834889
378,-0.002808125161834889
379,-0.002808125161834889
380,-0.002808125161834889
381,-0.002808125161834889
382,-0.002808125161834889
383,-0.002808125161834889
384,-0.002808125161834889
385,-0.002808125161834889
386,-0.002808125161834889
387,-0.002808125161834889
388,-0.002808125161834889
389,-0.002808125161834889
390,-0.002808125161834889
391,-0.002808125161834889
392,-0.002808125161834889
393,-0.002808125161834889
394,-0.002808125161834889
395,-0.002808125161834889
396,-0.002808125161834889
397,-0.002808125161834889
398,-0.002808125161834889
399,-0.002808125161834889
400,-0.002808125161834889
401,-0.002808125161834889
402,-0.002808125161834889
403,-0.002808125161834889
404,-0.002808125161834889
405,-0.002808125161834889
406,-0.002808125161834889
407,-0.002808125161834889
408,-0.002808125161834889
409,-0.002808125161834889
410,-0.002808125161834889
411,-0.002808125161834889
412,-0.002808125161834889
413,-0.002808125161834889
414,-0.002808125161834889
415,-0.002808125161834889
416,-0.002808125161834889
417,-0.002808125161834889
418,-0.002808125161834889
419,-0.002808125161834889
420,-0.002808125161834889
421,-0.002808125161834889
422,-0.002808125161834889
423,-0.002808125161834889
424,-0.002808125161834889
425,-0.002808125161834889
426,-0.002808125161834889
427,-0.002808125161834889
428,-0.002808125161834889
429,-0.002808125161834889
430,-0.002808125161834889
431,-0.002808125161834889
432,-0.002808125161834889
433,-0.002808125161834889
434,-0.002808125161834889
435,-0.002808125161834889
436,-0.002808125161834889
437,-0.002808125161834889
438,-0.002808125161834889
439,-0.002808125161834889
440,-0.002808125161834889
441,-0.002808125161834889
442,-0.002808125161834889
443,-0.002808125161834889
444,-0.002808125161834889
445,-0.002808125161834889
446,-0.002808125161834889
447,-0.002808125161834889
448,-0.002808125161834889
449,-0.002808125161834889
450,-0.002808125161834889
451,-0.002808125161834889
452,-0.002808125161834889
453,-0.002808125161834889
454,-0.002808125161834889
455,-0.002808125161834889
456,-0.002808125161834889
457,-0.002808125161834889
458,-0.002808125161834889
459,-0.002808125161834889
460,-0.002808125161834889
461,-0.002808125161834889
462,-0.002808125161834889
463,-0.002808125161834889
464,-0.002808125161834889
465,-0.002808125161834889
466,-0.002808125161834889
467,-0.002808125161834889
468,-0.002808125161834889
469,-0.002808125161834889
470,-0.002808125161834889
471,-0.002808125161834889
472,-0.002808125161834889
473,-0.002808125161834889
474,-0.002808125161834889
475,-0.002808125161834889
476,-0.002808125161834889
477,-0.002808125161834889
478,-0.002808125161834889
479,-0.002808125161834889
480,-0.002808125161834889
481,-0.002808125161834889
482,-0.002808125161834889
483,-0.002808125161834889
484,-0.002808125161834889
485,-0.002808125161834889
486,-0.002808125161834889
487,-0.002808125161834889
488,-0.002808125161834889
489,-0.002808125161834889
490,-0.002808125161834889
491,-0.002808125161834889
492,-0.002808125161834889
493,-0.002808125161834889
494,-0.002808125161834889
495,-0.002808125161834889
496,-0.002808125161834889
497,-0.002808125161834889
498,-0.002808125161834889
499,-0.002808125161834889
500,-0.002808125161834889
501,-0.002808125161834889
502,-0.002808125161834889
503,-0.002808125161834889
504,-0.002808125161834889
505,-0.002808125161834889
506,-0.002808125161834889
507,-0.002808125161834889
508,-0.002808125161834889
509,-0.002808125161834889
510,-0.002808125161834889
511,-0.002808125161834889
512,-0.002808125161834889
513,-0.002808125161834889
514,-0.002808125161834889
515,-0.002808125161834889
516,-0.002808125161834889
517,-0.002808125161834889
518,-0.002808125161834889
519,-0.002808125161834889
520,-0.002808125161834889
521,-0.002808125161834889
522,-0.002808125161834889
523,-0.002808125161834889
524,-0.002808125161834889
525,-0.002808125161834889
526,-0.002808125161834889
527,-0.002808125161834889
528,-0.002808125161834889
529,-0.002808125161834889
530,-0.002808125161834889
531,-0.002808125161834889
532,-0.002808125161834889
533,-0.002808125161834889
534,-0.002808125161834889
535,-0.002808125161834889
536,-0.002808125161834889
537,-0.002808125161834889
538,-0.002808125161834889
539,-0.002808125161834889
540,-0.002808125161834889
541,-0.002808125161834889
542,-0.002808125161834889
543,-0.002808125161834889
544,-0.002808125161834889
545,-0.002808125161834889
546,-0.002808125161834889
547,-0.002808125161834889
548,-0.002808125161834889
549,-0.002808125161834889
550,-0.002808125161834889
551,-0.002808125161834889
552,-0.002808125161834889
553,-0.002808125161834889
554,-0.002808125161834889
555,-0.002808125161834889
556,-0.002808125161834889
557,-0.002808125161834889
558,-0.002808125161834889
559,-0.002808125161834889
560,-0.002808125161834889
561,-0.002808125161834889
562,-0.002808125161834889
563,-0.002808125161834889
564,-0.002808125161834889
565,-0.002808125161834889
566,-0.002808125161834889
567,-0.002808125161834889
568,-0.002808125161834889
569,-0.002808125161834889
570,-0.002808125161834889
571,-0.002808125161834889
572,-0.002808125161834889
573,-0.002808125161834889
574,-0.002808125161834889
575,-0.002808125161834889
576,-0.002808125161834889
577,-0.002808125161834889
578,-0.002808125161834889
579,-0.002808125161834889
580,-0.002808125161834889
581,-0.002808125161834889
582,-0.002808125161834889
583,-0.002808125161834889
584,-0.002808125161834889
585,-0.002808125161834889
586,-0.002808125161834889
587,-0.002808125161834889
588,-0.002808125161834889
589,-0.002808125161834889
590,-0.002808125161834889
591,-0.002808125161834889
592,-0.002808125161834889
593,-0.002808125161834889
594,-0.002808125161834889
595,-0.002808125161834889
596,-0.002808125161834889
597,-0.002808125161834889
598,-0.002808125161834889
599,-0.002808125161834889
600,-0.002808125161834889
601,-0.002808125161834889
602,-0.002808125161834889
603,-0.002808125161834889
604,-0.002808125161834889
605,-0.002808125161834889
606,-0.002808125161834889
607,-0.002808125161834889
608,-0.002808125161834889
609,-0.002808125161834889
610,-0.002808125161834889
611,-0.002808125161834889
612,-0.002808125161834889
613,-0.002808125161834889
614,-0.002808125161834889
615,-0.002808125161834889
616,-0.002808125161834889
617,-0.002808125161834889
618,-0.002808125161834889
619,-0.002808125161834889
620,-0.002808125161834889
621,-0.002808125161834889
622,-0.002808125161834889
623,-0.002808125161834889
624,-0.002808125161834889
625,-0.002808125161834889
626,-0.002808125161834889
627,-0.002808125161834889
628,-0.002808125161834889
629,-0.002808125161834889
630,-0.002808125161834889
631,-0.002808125161834889
632,-0.002808125161834889
633,-0.002808125161834889
634,-0.002808125161834889
635,-0.002808125161834889
636,-0.002808125161834889
637,-0.002808125161834889
638,-0.002808125161834889
639,-0.002808125161834889
640,-0.002808125161834889
641,-0.002808125161834889
642,-0.002808125161834889
643,-0.002808125161834889
644,-0.002808125161834889
645,-0.002808125161834889
646,-0.002808125161834889
647,-0.002808125161834889
648,-0.002808125161834889
649,-0.002808125161834889
650,-0.002808125161834889
651,-0.002808125161834889
652,-0.002808125161834889
653,-0.002808125161834889
654,-0.002808125161834889
655,-0.002808125161834889
656,-0.002808125161834889
657,-0.002808125161834889
658,-0.002808125161834889
659,-0.002808125161834889
660,-0.002808125161834889
661,-0.002808125161834889
662,-0.002808125161834889
663,-0.002808125161834889
664,-0.002808125161834889
665,-0.002808125161834889
666,-0.002808125161834889
667,-0.002808125161834889
668,-0.002808125161834889
669,-0.002808125161834889
670,-0.002808125161834889
671,-0.002808125161834889
672,-0.002808125161834889
673,-0.002808125161834889
674,-0.002808125161834889
675,-0.002808125161834889
676,-0.002808125161834889
677,-0.002808125161834889
678,-0.002808125161834889
679,-0.002808125161834889
680,-0.002808125161834889
681,-0.002808125161834889
682,-0.002808125161834889
683,-0.002808125161834889
684,-0.002808125161834889
685,-0.002808125161834889
686,-0.002808125161834889
687,-0.002808125161834889
688,-0.002808125161834889
689,-0.002808125161834889
690,-0.002808125161834889
691,-0.002808125161834889
692,-0.002808125161834889
693,-0.002808125161834889
694,-0.002808125161834889
695,-0.002808125161834889
696,-0.002808125161834889
697,-0.002808125161834889
698,-0.002808125161834889
699,-0.002808125161834889
700,-0.002808125161834889
701,-0.002808125161834889
702,-0.002808125161834889
703,-0.002808125161834889
704,-0.002808125161834889
705,-0.002808125161834889
706,-0.002808125161834889
707,-0.002808125161834889
708,-0.002808125161834889
709,-0.002808125161834889
710,-0.002808125161834889
711,-0.002808125161834889
712,-0.002808125161834889
713,-0.002808125161834889
714,-0.002808125161834889
715,-0.002808125161834889
716,-0.002808125161834889
717,-0.002808125161834889
718,-0.002808125161834889
719,-0.002808125161834889
720,-0.002808125161834889
721,-0.002808125161834889
722,-0.002808125161834889
723,-0.002808125161834889
724,-0.002808125161834889
725,-0.002808125161834889
726,-0.002808125161834889
727,-0.002808125161834889
728,-0.002808125161834889
729,-0.002808125161834889
730,-0.002808125161834889
731,-0.002808125161834889
732,-0.002808125161834889
733,-0.002808125161834889
734,-0.002808125161834889
735,-0.002808125161834889
736,-0.002808125161834889
737,-0.002808125161834889
738,-0.002808125161834889
739,-0.002808125161834889
740,-0.002808125161834889
741,-0.002808125161834889
742,-0.002808125161834889
743,-0.002808125161834889
744,-0.002808125161834889
745,-0.002808125161834889
746,-0.002808125161834889
747,-0.002808125161834889
748,-0.002808125161834889
749,-0.002808125161834889
750,-0.002808125161834889
751,-0.002808125161834889
752,-0.002808125161834889
753,-0.002808125161834889
754,-0.002808125161834889
755,-0.002808125161834889
756,-0.002808125161834889
757,-0.002808125161834889
758,-0.002808125161834889
759,-0.002808125161834889
760,-0.002808125161834889
761,-0.002808125161834889
762,-0.002808125161834889
763,-0.002808125161834889
764,-0.002808125161834889
765,-0.002808125161834889
766,-0.002808125161834889
767,-0.002808125161834889
768,-0.002808125161834889
769,-0.002808125161834889
770,-0.002808125161834889
771,-0.002808125161834889
772,-0.002808125161834889
773,-0.002808125161834889
774,-0.002808125161834889
775,-0.002808125161834889
776,-0.002808125161834889
777,-0.002808125161834889
778,-0.002808125161834889
779,-0.002808125161834889
780,-0.002808125161834889
781,-0.002808125161834889
782,-0.002808125161834889
783,-0.002808125161834889
784,-0.002808125161834889
785,-0.002808125161834889
786,-0.002808125161834889
787,-0.002808125161834889
788,-0.002808125161834889
789,-0.002808125161834889
790,-0.002808125161834889
791,-0.002808125161834889
792,-0.002808125161834889
793,-0.002808125161834889
794,-0.002808125161834889
795,-0.002808125161834889
796,-0.002808125161834889
797,-0.002808125161834889
798,-0.002808125161834889
799,-0.002808125161834889
800,-0.002808125161834889
801,-0.002808125161834889
802,-0.002808125161834889
803,-0.002808125161834889
804,-0.002808125161834889
805,-0.002808125161834889
806,-0.002808125161834889
807,-0.002808125161834889
808,-0.002808125161834889
809,-0.002808125161834889
810,-0.002808125161834889
811,-0.002808125161834889
812,-0.002808125161834889
813,-0.002808125161834889
814,-0.002808125161834889
815,-0.002808125161834889
816,-0.002808125161834889
817,-0.002808125161834889
818,-0.002808125161834889
819,-0.002808125161834889
820,-0.002808125161834889
821,-0.002808125161834889
822,-0.002808125161834889
823,-0.002808125161834889
824,-0.002808125161834889
825,-0.002808125161834889
826,-0.002808125161834889
827,-0.002808125161834889
828,-0.002808125161834889
829,-0.002808125161834889
830,-0.002808125161834889
831,-0.002808125161834889
832,-0.002808125161834889
833,-0.002808125161834889
834,-0.002808125161834889
835,-0.002808125161834889
836,-0.002808125161834889
837,-0.002808125161834889
838,-0.002808125161834889
839,-0.002808125161834889
840,-0.002808125161834889
841,-0.002808125161834889
842,-0.002808125161834889
843,-0.002808125161834889
844,-0.002808125161834889
845,-0.002808125161834889
846,-0.002808125161834889
847,-0.002808125161834889
848,-0.002808125161834889
849,-0.002808125161834889
850,-0.002808125161834889
851,-0.002808125161834889
852,-0.002808125161834889
853,-0.002808125161834889
854,-0.002808125161834889
855,-0.002808125161834889
856,-0.002808125161834889
857,-0.002808125161834889
858,-0.002808125161834889
859,-0.002808125161834889
860,-0.002808125161834889
861,-0.002808125161834889
862,-0.002808125161834889
863,-0.002808125161834889
864,-0.002808125161834889
865,-0.002808125161834889
866,-0.002808125161834889
867,-0.002808125161834889
868,-0.002808125161834889
869,-0.002808125161834889
870,-0.002808125161834889
871,-0.002808125161834889
872,-0.002808125161834889
873,-0.002808125161834889
874,-0.002808125161834889
875,-0.002808125161834889
876,-0.002808125161834889
877,-0.002808125161834889
878,-0.002808125161834889
879,-0.002808125161834889
880,-0.002808125161834889
881,-0.002808125161834889
882,-0.002808125161834889
883,-0.002808125161834889
884,-0.002808125161834889
885,-0.002808125161834889
886,-0.002808125161834889
887,-0.002808125161834889
888,-0.002808125161834889
889,-0.002808125161834889
890,-0.002808125161834889
891,-0.002808125161834889
892,-0.002808125161834889
893,-0.002808125161834889
894,-0.002808125161834889
895,-0.002808125161834889
896,-0.002808125161834889
897,-0.002808125161834889
898,-0.002808125161834889
899,-0.002808125161834889
900,-0.002808125161834889
901,-0.002808125161834889
902,-0.002808125161834889
903,-0.002808125161834889
904,-0.002808125161834889
905,-0.002808125161834889
906,-0.002808125161834889
907,-0.002808125161834889
908,-0.002808125161834889
909,-0.002808125161834889
910,-0.002808125161834889
911,-0.002808125161834889
912,-0.002808125161834889
913,-0.002808125161834889
914,-0.002808125161834889
915,-0.002808125161834889
916,-0.002808125161834889
917,-0.002808125161834889
918,-0.002808125161834889
919,-0.002808125161834889
920,-0.002808125161834889
921,-0.002808125161834889
922,-0.002808125161834889
923,-0.002808125161834889
924,-0.002808125161834889
925,-0.002808125161834889
926,-0.002808125161834889
927,-0.002808125161834889
928,-0.002808125161834889
929,-0.002808125161834889
930,-0.002808125161834889
931,-0.002808125161834889
932,-0.002808125161834889
933,-0.002808125161834889
934,-0.002808125161834889
935,-0.002808125161834889
936,-0.002808125161834889
937,-0.002808125161834889
938,-0.002808125161834889
939,-0.002808125161834889
940,-0.002808125161834889
941,-0.002808125161834889
942,-0.002808125161834889
943,-0.002808125161834889
944,-0.002808125161834889
945,-0.002808125161834889
946,-0.002808125161834889
947,-0.002808125161834889
948,-0.002808125161834889
949,-0.002808125161834889
950,-0.002808125161834889
951,-0.002808125161834889
952,-0.002808125161834889
953,-0.002808125161834889
954,-0.002808125161834889
955,-0.002808125161834889
956,-0.002808125161834889
957,-0.002808125161834889
958,-0.002808125161834889
959,-0.002808125161834889
960,-0.002808125161834889
961,-0.002808125161834889
962,-0.002808125161834889
963,-0.002808125161834889
964,-0.002808125161834889
965,-0.002808125161834889
966,-0.002808125161834889
967,-0.002808125161834889
968,-0.002808125161834889
969,-0.002808125161834889
970,-0.002808125161834889
971,-0.002808125161834889
972,-0.002808125161834889
973,-0.002808125161834889
974,-0.002808125161834889
975,-0.002808125161834889
976,-0.002808125161834889
977,-0.002808125161834889
978,-0.002808125161834889
979,-0.002808125161834889
980,-0.002808125161834889
981,-0.002808125161834889
982,-0.002808125161834889
983,-0.002808125161834889
984,-0.002808125161834889
985,-0.002808125161834889
986,-0.002808125161834889
987,-0.002808125161834889
988,-0.002808125161834889
989,-0.002808125161834889
990,-0.002808125161834889
991,-0.002808125161834889
992,-0.002808125161834889
993,-0.002808125161834889
994,-0.002808125161834889
995,-0.002808125161834889
996,-0.002808125161834889
997,-0.002808125161834889
998,-0.002808125161834889
999,-0.002808125161834889
1000,-0.002808125161834889
1001,-0.002808125161834889
1002,-0.002808125161834889
1003,-0.002808125161834889
1004,-0.002808125161834889
1005,-0.002808125161834889
1006,-0.002808125161834889
1007,-0.002808125161834889
1008,-0.002808125161834889
1009,-0.002808125161834889
1010,-0.002808125161834889
1011,-0.002808125161834889
1012,-0.002808125161834889
1013,-0.002808125161834889
1014,-0.002808125161834889
1015,-0.002808125161834889
1016,-0.002808125161834889
1017,-0.002808125161834889
1018,-0.002808125161834889
1019,-0.002808125161834889
1020,-0.002808125161834889
1021,-0.002808125161834889
1022,-0.002808125161834889
1023,-0.002808125161834889
1024,-0.002808125161834889
1025,-0.002808125161834889
1026,-0.002808125161834889
1027,-0.002808125161834889
1028,-0.002808125161834889
1029,-0.002808125161834889
1030,-0.002808125161834889
1031,-0.002808125161834889
1032,-0.002808125161834889
1033,-0.002808125161834889
1034,-0.002808125161834889
1035,-0.002808125161834889
1036,-0.002808125161834889
1037,-0.002808125161834889
1038,-0.002808125161834889
1039,-0.002808125161834889
1040,-0.002808125161834889
1041,-0.002808125161834889
1042,-0.002808125161834889
1043,-0.002808125161834889
1044,-0.002808125161834889
1045,-0.002808125161834889
1046,-0.002808125161834889
1047,-0.002808125161834889
1048,-0.002808125161834889
1049,-0.002808125161834889
1050,-0.002808125161834889
1051,-0.002808125161834889
1052,-0.002808125161834889
1053,-0.002808125161834889
1054,-0.002808125161834889
1055,-0.002808125161834889
1056,-0.002808125161834889
1057,-0.002808125161834889
1058,-0.002808125161834889
1059,-0.002808125161834889
1060,-0.002808125161834889
1061,-0.002808125161834889
1062,-0.002808125161834889
1063,-0.002808125161834889
1064,-0.002808125161834889
1065,-0.002808125161834889
1066,-0.002808125161834889
1067,-0.002808125161834889
1068,-0.002808125161834889
1069,-0.002808125161834889
1070,-0.002808125161834889
1071,-0.002808125161834889
1072,-0.002808125161834889
1073,-0.002808125161834889
1074,-0.002808125161834889
1075,-0.002808125161834889
1076,-0.002808125161834889
1077,-0.002808125161834889
1078,-0.002808125161834889
1079,-0.002808125161834889
1080,-0.002808125161834889
1081,-0.002808125161834889
1082,-0.002808125161834889
1083,-0.002808125161834889
1084,-0.002808125161834889
1085,-0.002808125161834889
1086,-0.002808125161834889
1087,-0.002808125161834889
1088,-0.002808125161834889
1089,-0.002808125161834889
1090,-0.002808125161834889
1091,-0.002808125161834889
1092,-0.002808125161834889
1093,-0.002808125161834889
1094,-0.002808125161834889
1095,-0.002808125161834889
1096,-0.002808125161834889
1097,-0.002808125161834889
1098,-0.002808125161834889
1099,-0.002808125161834889
1100,-0.002808125161834889
1101,-0.002808125161834889
1102,-0.002808125161834889
1103,-0.002808125161834889
1104,-0.002808125161834889
1105,-0.002808125161834889
1106,-0.002808125161834889
1107,-0.002808125161834889
1108,-0.002808125161834889
1109,-0.002808125161834889
1110,-0.002808125161834889
1111,-0.002808125161834889
1112,-0.002808125161834889
1113,-0.002808125161834889
1114,-0.002808125161834889
1115,-0.002808125161834889
1116,-0.002808125161834889
1117,-0.002808125161834889
1118,-0.002808125161834889
1119,-0.002808125161834889
1120,-0.002808125161834889
1121,-0.002808125161834889
1122,-0.002808125161834889
1123,-0.002808125161834889
1124,-0.002808125161834889
1125,-0.002808125161834889
1126,-0.002808125161834889
1127,-0.002808125161834889
1128,-0.002808125161834889
1129,-0.002808125161834889
1130,-0.002808125161834889
1131,-0.002808125161834889
1132,-0.002808125161834889
1133,-0.002808125161834889
1134,-0.002808125161834889
1135,-0.002808125161834889
1136,-0.002808125161834889
1137,-0.002808125161834889
1138,-0.002808125161834889
1139,-0.002808125161834889
1140,-0.002808125161834889
1141,-0.002808125161834889
1142,-0.002808125161834889
1143,-0.002808125161834889
1144,-0.002808125161834889
1145,-0.002808125161834889
1146,-0.002808125161834889
1147,-0.002808125161834889
1148,-0.002808125161834889
1149,-0.002808125161834889
1150,-0.002808125161834889
